,Trailing P/E,Market Cap,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,52-Week Change,52-Week High,52-Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol \(3 month\),Avg Vol \(10 day\),Shares Outstanding,\% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Forward Annual Dividend Yield,Trailing Annual Dividend Yield
REMY,53.39,935.62M,22.63,-4.46,0.80,1.60,8.63,1.50%,5.82%,3.45%,3.26%,1.18B,37.10,-0.80%,162.23M,138.55M,0.55,235.20%,87.31M,2.71,331.30M,56.01,1.87,18.44,63.27M,74.11M,1.17,35.95%,29.73,16.31,26.15,23.24,"470,597","297,925",31.80M,55.92%,30.70%,645.28K,0.70,1.50%,0.41
RNR,8.07,4.90B,11.24,1.17,3.77,1.11,-2.98,42.46%,55.14%,4.59%,13.33%,1.29B,33.17,11.70%,917.65M,757.84M,13.17,10.80%,8.58B,186.27,827.30M,14.39,2.22,95.21,495.41M,-440.04M,0.80,6.36%,108.09,93.89,104.95,102.74,"339,514","311,300",46.05M,2.54%,105.70%,2.40M,6.60,1.10%,1.18
RNST,16.49,1.29B,13.22,1.73,3.58,1.39,N/A,21.84%,35.73%,1.05%,8.70%,282.84M,8.96,4.60%,N/A,N/A,1.94,3.60%,N/A,N/A,219.09M,N/A,N/A,23.10,N/A,N/A,1.32,12.68%,33.86,26.14,32.54,30.09,"156,905","134,100",40.19M,4.43%,48.90%,1.66M,8.40,2.10%,0.68
REGI,9.08,429.25M,8.72,-2.14,0.34,0.61,7.00,3.65%,3.95%,3.12%,6.91%,1.29B,30.43,5.40%,160.61M,69.45M,1.08,N/A,220.58M,5.02,254.01M,34.88,1.80,16.47,171.73M,103.06M,1.62,-16.64%,12.80,8.10,11.04,9.94,"448,052","361,238",43.94M,35.32%,61.50%,3.76M,8.00,N/A,N/A
RCII,14.76,1.42B,10.16,2.47,0.44,1.01,8.04,3.01%,6.12%,3.96%,6.97%,3.21B,60.61,5.90%,2.18B,277.92M,1.81,0.10%,93.11M,1.76,898.75M,63.95,0.42,26.50,127.09M,862.64M,0.87,7.01%,37.49,24.39,28.34,29.43,"743,778","682,062",53.03M,2.70%,114.30%,7.88M,11.50,3.60%,0.95
RTK,N/A,145.33M,21.11,-1.05,0.29,1.34,11.26,-5.78%,3.39%,1.32%,-19.30%,495.95M,2.17,28.30%,79.67M,58.64M,-0.15,N/A,53.75M,0.23,507.74M,247.78,1.12,0.47,30.06M,-135.27M,1.55,-71.75%,2.29,0.55,0.93,1.13,"1,401,980","1,116,840",229.48M,2.81%,70.90%,10.54M,7.90,N/A,N/A
RNF,85.83,400.80M,7.98,0.99,1.17,63.21,11.05,1.37%,13.55%,6.73%,30.55%,347.51M,8.93,22.90%,60.48M,73.17M,0.12,186.50%,32.41M,0.83,339.00M,"5,267.25",1.21,0.17,64.30M,-22.68M,1.63,-31.42%,16.12,8.75,13.41,14.01,"97,786","102,862",38.91M,60.03%,11.40%,486.77K,5.50,11.20%,0.84
RENT,N/A,940.01M,43.53,1.01,9.30,3.80,561.28,-1.93%,-1.78%,-0.63%,-3.51%,102.92M,7.62,32.00%,67.07M,1.68M,-0.15,N/A,84.01M,5.51,0.00,N/A,3.92,16.52,9.81M,10.03M,-1.04,25.32%,87.40,46.60,68.97,62.19,"237,566","215,200",15.31M,25.00%,51.10%,2.25M,12.40,N/A,N/A
RGEN,174.50,1.20B,77.60,N/A,17.38,10.57,63.75,10.03%,19.59%,6.72%,6.18%,68.04M,2.08,27.50%,35.53M,17.60M,0.21,-31.50%,54.47M,1.66,0.00,N/A,6.33,3.41,8.10M,3.42M,0.70,63.25%,42.48,18.23,38.99,33.36,"379,509","399,362",32.85M,6.20%,85.40%,3.45M,10.60,N/A,N/A
RPRX,N/A,189.84M,N/A,0.27,N/A,5.45,-4.22,N/A,N/A,-36.59%,-61.81%,N/A,N/A,N/A,N/A,-32.23M,-1.36,N/A,37.88M,1.56,0.00,N/A,19.70,1.50,-30.28M,-18.19M,2.23,-43.98%,22.55,5.92,7.44,8.13,"315,322","317,400",24.28M,3.63%,92.40%,2.25M,5.50,N/A,N/A
RJET,3.51,198.75M,5.59,0.40,0.14,0.31,6.21,4.11%,16.39%,4.10%,9.47%,1.38B,27.61,1.00%,929.10M,417.20M,1.11,-54.30%,200.70M,3.94,2.36B,373.70,0.70,12.40,309.00M,-321.19M,2.12,-60.90%,15.36,3.05,7.86,11.50,"1,673,220","7,708,010",50.83M,1.41%,90.70%,1.66M,3.60,N/A,N/A
RBCA.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRBK,66.48,135.76M,39.89,N/A,3.12,1.19,N/A,5.10%,11.63%,0.20%,2.48%,43.46M,1.17,4.90%,N/A,N/A,0.05,-30.10%,162.53M,4.30,22.48M,N/A,N/A,3.01,1.96M,N/A,1.18,-23.13%,4.78,3.27,3.51,3.52,"145,333","44,425",37.82M,35.40%,24.10%,1.20M,4.20,N/A,N/A
RSG,25.25,14.86B,19.27,3.83,1.67,1.93,9.20,6.68%,15.06%,4.16%,7.67%,8.96B,25.34,3.70%,3.16B,2.37B,1.69,6.30%,99.90M,0.29,7.55B,97.27,0.75,22.22,1.71B,801.29M,0.68,10.68%,43.35,37.18,40.76,40.59,"1,387,300","1,530,750",348.92M,27.80%,70.90%,8.42M,7.40,2.90%,1.12
REFR,N/A,128.78M,268.50,-1.19,78.41,11.72,-26.84,-267.10%,-269.36%,-24.57%,-40.48%,1.67M,0.07,23.00%,1.60M,-4.46M,-0.19,N/A,8.03M,0.34,0.00,N/A,20.61,0.47,-3.63M,-2.74M,0.25,7.83%,6.63,4.50,5.48,5.57,"39,678","33,063",23.98M,18.35%,19.00%,1.36M,34.90,N/A,N/A
RMD,22.22,7.73B,18.67,2.07,4.71,5.03,15.27,21.52%,25.26%,11.16%,21.89%,1.64B,11.69,6.20%,989.79M,489.63M,2.47,1.10%,866.33M,6.15,460.58M,29.98,6.06,10.91,399.06M,245.74M,0.48,6.81%,75.33,45.74,56.38,62.97,"1,037,010","1,182,820",140.92M,1.13%,56.80%,11.62M,13.10,2.00%,1.12
REN,N/A,40.24M,N/A,-0.08,0.14,0.12,3.20,-81.01%,43.95%,5.75%,-53.13%,279.63M,3.78,-54.70%,216.69M,255.06M,-3.06,N/A,580.00K,0.01,767.67M,238.93,1.14,4.25,111.45M,-29.19M,4.05,-93.39%,8.06,0.45,0.78,1.00,"947,952","1,260,000",77.40M,9.16%,96.10%,3.32M,3.10,N/A,N/A
RESN,N/A,27.28M,N/A,N/A,N/A,2.13,-1.78,N/A,N/A,-52.44%,N/A,N/A,N/A,N/A,N/A,-7.05M,-1.33,N/A,11.92M,1.66,0.00,N/A,14.33,1.80,-5.38M,-8.90M,N/A,-47.30%,19.86,2.84,3.38,7.08,"57,895","17,713",7.16M,10.37%,0.20%,523.53K,7.60,N/A,N/A
REXI,28.74,182.88M,8.21,N/A,1.04,1.09,47.50,3.74%,21.90%,0.82%,6.91%,168.85M,7.74,-1.00%,164.32M,38.90M,0.28,-66.00%,272.31M,12.49,1.95B,181.03,6.82,7.39,-111.90M,-487.22M,1.47,-17.00%,9.88,7.80,8.20,8.62,"28,228","15,863",22.98M,30.21%,45.00%,516.90K,18.50,3.00%,0.24
RSO,10.45,407.88M,4.16,N/A,4.42,0.42,N/A,66.97%,26.94%,2.38%,7.25%,88.36M,0.68,-29.80%,97.64M,N/A,0.29,-11.50%,261.17M,1.99,1.93B,203.80,5.95,7.09,-79.02M,N/A,1.29,-43.81%,5.49,2.90,3.74,4.35,"866,356","1,592,110",134.17M,3.09%,46.20%,2.45M,2.90,18.70%,0.72
RECN,22.17,594.86M,17.54,2.48,1.03,1.80,8.71,4.66%,8.51%,N/A,8.02%,590.59M,15.61,-5.10%,228.36M,54.83M,0.72,18.20%,92.33M,2.48,0.00,N/A,N/A,9.05,N/A,N/A,0.84,3.30%,18.54,12.60,15.92,16.60,"138,255","163,525",37.27M,4.03%,90.70%,487.59K,3.50,2.10%,0.32
RGDX,N/A,4.54M,N/A,N/A,0.27,N/A,-1.05,-85.54%,-82.16%,-67.88%,N/A,16.62M,0.43,-2.70%,6.71M,-12.84M,-0.37,N/A,1.73M,0.05,10.94M,N/A,1.80,-0.13,-13.09M,-8.11M,1.33,-82.61%,0.85,0.08,0.18,0.35,"217,128","53,513",38.80M,31.82%,31.30%,117.32K,0.60,N/A,N/A
RH,42.97,3.98B,25.53,1.18,2.10,5.61,21.07,5.01%,9.10%,8.10%,15.29%,1.92B,48.52,15.30%,690.77M,211.88M,2.32,298.70%,179.27M,4.49,486.92M,67.77,2.65,17.98,125.33M,-20.39M,0.55,18.06%,105.98,69.80,100.11,93.23,"697,045","600,538",39.95M,17.39%,94.50%,10.23M,14.50,N/A,N/A
ROIC,71.23,1.58B,16.81,3.01,9.56,1.70,23.16,12.98%,28.80%,1.72%,2.66%,164.64M,1.86,24.10%,155.86M,102.85M,0.24,34.10%,11.68M,0.12,824.51M,85.85,0.46,9.82,77.65M,75.21M,0.44,7.69%,18.73,14.50,16.45,17.02,"577,591","1,193,190",93.97M,1.85%,72.30%,2.51M,4.30,4.10%,0.66
RPAI,107.29,3.56B,14.73,N/A,5.86,1.63,15.18,7.03%,28.79%,2.20%,1.90%,600.63M,2.54,3.20%,425.04M,387.13M,0.14,-7.40%,64.89M,0.28,2.55B,117.78,0.36,9.14,266.99M,223.38M,0.27,-0.33%,18.24,13.83,14.55,15.58,"1,143,500","819,462",237.19M,0.24%,58.50%,2.20M,1.70,4.60%,0.66
SALE,19.16,459.69M,13.90,0.93,1.76,0.95,10.07,9.46%,18.67%,5.42%,5.26%,263.80M,4.88,-1.40%,246.07M,64.61M,0.45,-33.20%,280.32M,5.26,80.00M,16.35,10.50,9.16,73.71M,63.08M,-0.56,-50.46%,21.68,8.05,16.16,17.65,"567,405","1,646,110",53.33M,24.06%,69.50%,4.85M,10.60,N/A,N/A
RVP,N/A,109.77M,N/A,N/A,3.17,4.32,-1.01K,-3.73%,-3.14%,-1.49%,-4.79%,33.80M,1.23,2.30%,12.02M,-89.04K,-0.08,N/A,22.35M,0.81,3.54M,13.73,2.19,0.89,-652.82K,-1.31M,1.09,31.13%,5.70,2.72,3.86,4.07,"23,633","44,175",27.72M,65.42%,5.10%,57.75K,2.80,N/A,N/A
RTRX,188.65,1.13B,48.88,N/A,26.38,7.10,-20.69,9.78%,-130.57%,-14.58%,6.69%,45.55M,1.75,"62,164.50%",27.63M,-52.42M,0.17,N/A,126.33M,3.61,84.24M,49.98,2.29,4.84,-43.38M,-107.05M,0.35,157.87%,37.04,7.85,33.35,24.36,"519,927","459,312",35.07M,44.59%,32.50%,3.94M,7.40,N/A,N/A
RVNC,N/A,714.10M,N/A,N/A,"2,491.18",4.57,-11.18,N/A,"-18,579.67%",-24.65%,-46.99%,300.00K,0.01,-52.50%,383.00K,-53.65M,-2.53,N/A,153.72M,6.42,832.00K,0.51,24.22,6.83,-46.99M,-34.49M,N/A,16.76%,35.72,14.02,31.78,23.83,"239,209","169,700",23.95M,N/A,N/A,1.61M,7.10,N/A,N/A
REV,55.80,1.91B,N/A,N/A,1.02,N/A,11.12,1.81%,13.16%,7.90%,N/A,1.91B,36.47,-6.70%,1.27B,312.20M,0.65,N/A,208.20M,3.97,1.85B,N/A,1.75,-12.58,193.90M,172.01M,0.72,17.79%,41.67,30.28,36.32,36.52,"50,934","72,738",52.44M,78.56%,16.70%,228.94K,5.90,N/A,N/A
RVLT,N/A,158.99M,12.78,N/A,1.68,1.88,-194.64,-4.03%,-7.59%,-5.04%,-6.53%,92.22M,0.87,310.50%,24.22M,-877.00K,-0.10,N/A,1.63M,0.01,17.49M,21.65,2.48,0.60,-17.56M,-23.25M,8.11,-49.78%,2.34,0.92,1.16,1.17,"306,770","229,700",138.25M,57.10%,16.00%,4.17M,10.80,N/A,N/A
REXX,N/A,126.03M,N/A,-0.05,0.44,0.23,4.50,-27.10%,-21.69%,-2.92%,-15.87%,270.77M,5.06,-33.50%,197.70M,185.45M,-1.46,N/A,5.39M,0.10,717.67M,139.39,0.81,9.65,158.01M,-383.55M,2.30,-84.94%,15.62,1.85,3.62,4.34,"2,910,060","2,747,060",55.28M,10.35%,93.50%,22.52M,5.80,N/A,N/A
REX,5.69,386.47M,5.64,3.09,0.78,1.15,2.49,13.33%,18.57%,13.42%,22.73%,521.50M,64.75,-32.50%,141.94M,114.35M,8.63,-81.90%,141.89M,18.03,0.00,N/A,13.36,44.97,115.68M,62.73M,2.31,-47.02%,110.65,49.01,59.03,60.28,"172,336","162,738",7.87M,17.48%,6.10%,1.47M,11.10,N/A,N/A
RNN,N/A,96.97M,N/A,N/A,N/A,4.20,-4.78,N/A,N/A,-26.05%,-31.87%,N/A,N/A,N/A,N/A,-14.90M,-0.05,N/A,29.39M,0.16,0.00,N/A,11.05,0.13,-12.50M,-6.85M,-1.16,-22.86%,0.96,0.50,0.60,0.70,"583,084","298,450",179.57M,17.05%,6.90%,4.27M,7.80,N/A,N/A
REXR,N/A,774.94M,15.91,1.97,10.95,1.13,27.89,-0.43%,4.98%,0.28%,-0.07%,71.04M,1.86,56.50%,47.08M,36.28M,-0.01,-94.00%,47.54M,0.87,272.82M,38.22,1.82,12.54,31.12M,32.94M,0.49,0.36%,16.79,13.09,14.70,15.32,"399,773","193,888",55.35M,4.68%,67.80%,1.52M,2.70,3.40%,0.48
RXN,26.02,2.13B,12.09,2.02,1.04,3.86,11.49,4.09%,10.57%,3.98%,16.47%,2.05B,20.19,N/A,746.20M,328.80M,0.80,N/A,370.30M,3.64,1.97B,356.11,2.53,5.43,245.90M,195.74M,1.81,-23.48%,29.95,20.83,22.88,25.53,"838,111","860,300",101.82M,1.86%,102.20%,3.34M,3.40,N/A,N/A
RAI,30.77,61.57B,18.69,1.59,5.39,10.25,15.72,17.41%,32.79%,11.13%,31.39%,8.59B,16.16,6.30%,4.41B,2.91B,2.80,7.20%,1.62B,3.04,5.08B,112.39,0.94,8.49,1.79B,1.46B,1.00,49.95%,88.28,56.27,79.60,74.64,"3,416,040","3,236,760",714.55M,42.69%,45.50%,10.30M,3.20,3.40%,2.68
RFIL,29.86,36.09M,9.79,N/A,1.36,1.36,10.39,4.58%,7.23%,4.03%,4.25%,26.47M,3.18,40.10%,10.45M,2.60M,0.14,-6.30%,10.39M,1.21,0.00,N/A,6.37,3.10,1.71M,2.23M,2.28,-19.35%,5.61,3.89,4.32,4.21,"11,506","5,238",8.57M,18.69%,23.50%,247.68K,17.00,6.40%,0.28
RGCO,19.49,94.58M,N/A,N/A,1.36,1.73,8.74,6.92%,13.83%,4.40%,8.97%,69.99M,14.83,-19.20%,29.34M,14.64M,1.03,-2.40%,878.31K,0.19,33.09M,60.01,1.07,11.66,12.04M,-2.74M,0.38,0.50%,25.67,19.28,20.40,21.04,"2,527","1,238",4.73M,12.93%,14.30%,1.45K,0.30,3.80%,0.76
RNO,N/A,32.01M,N/A,N/A,0.14,0.11,4.62,-33.47%,-9.32%,-2.74%,-22.15%,232.30M,7.99,-6.30%,37.04M,17.44M,-2.67,N/A,374.00K,0.01,58.16M,18.40,1.31,10.49,11.38M,-17.23M,1.53,-91.80%,13.94,0.63,1.16,1.93,"51,833","95,750",16.71M,0.93%,50.30%,74.11K,1.90,10.30%,0.12
RICE,27.01,2.50B,167.00,-4.71,6.31,1.67,7.76,21.74%,64.57%,5.66%,5.91%,410.00M,3.13,21.10%,325.75M,461.07M,0.68,-99.90%,349.07M,2.56,1.34B,66.99,1.82,11.36,62.61M,-1.28B,N/A,-33.25%,30.51,16.04,19.73,20.74,"1,799,640","1,840,350",136.30M,46.37%,53.30%,15.09M,9.10,N/A,N/A
RELL,N/A,90.91M,N/A,-0.54,0.59,0.51,1.18,-4.06%,-5.11%,-2.25%,-3.34%,136.96M,9.90,-1.20%,41.14M,-5.28M,-0.41,N/A,98.23M,7.19,0.00,N/A,6.22,11.46,-9.78M,-7.52M,0.46,-43.57%,10.31,5.60,7.49,8.56,"23,411","66,513",13.67M,24.61%,60.40%,37.14K,2.50,3.60%,0.24
RIGL,N/A,248.57M,N/A,N/A,24.60,2.29,-1.15,N/A,-835.30%,-29.51%,-57.77%,10.43M,0.12,N/A,8.25M,-84.97M,-0.99,N/A,161.15M,1.83,0.00,N/A,4.73,1.27,-35.34M,-15.53M,2.27,-10.48%,5.20,1.56,3.11,3.33,"622,989","422,500",88.14M,0.49%,91.30%,2.44M,3.90,N/A,N/A
NAME,33.43,131.68M,N/A,N/A,0.66,0.85,-18.65,1.99%,-10.09%,-3.61%,2.36%,197.73M,10.67,13.40%,42.04M,-5.55M,0.21,N/A,45.90M,2.45,25.02M,16.45,0.94,8.11,1.91M,-12.73M,N/A,-46.37%,14.42,6.05,7.08,7.96,"66,644","27,513",18.76M,N/A,N/A,755.96K,7.60,N/A,N/A
RNET,38.10,468.69M,18.42,1.01,1.42,3.44,6.73,3.73%,12.23%,8.90%,9.52%,332.78M,19.16,3.50%,141.96M,70.79M,0.70,N/A,60.79M,3.44,83.99M,61.10,3.33,7.77,34.53M,-6.05M,0.60,-47.33%,50.52,23.98,28.22,32.37,"191,020","240,575",17.67M,8.73%,78.50%,1.18M,7.30,N/A,N/A
RNG,N/A,1.30B,940.00,-4.23,5.54,14.22,-35.62,-19.43%,-17.95%,-13.67%,-45.10%,236.94M,3.48,35.30%,143.11M,-31.05M,-0.68,N/A,135.71M,1.97,22.14M,23.95,1.96,1.34,-9.65M,-11.89M,N/A,31.28%,20.40,10.02,18.11,16.70,"640,080","1,184,460",54.54M,27.46%,39.70%,3.49M,4.80,N/A,N/A
RAD,4.33,9.01B,27.75,4.46,0.34,58.84,10.96,7.81%,3.30%,6.31%,N/A,26.71B,27.34,2.80%,7.58B,1.31B,2.05,-54.60%,1.92B,1.95,7.23B,"4,737.00",2.42,0.16,777.05M,208.77M,1.47,43.69%,9.47,4.42,8.73,8.26,"18,957,400","17,334,500",1.01B,0.72%,60.30%,17.75M,0.80,N/A,N/A
RVBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVSB,17.82,95.88M,15.78,1.54,2.46,0.91,N/A,13.82%,23.75%,0.64%,5.22%,38.69M,1.73,14.70%,N/A,N/A,0.24,115.50%,73.62M,3.28,24.93M,N/A,N/A,4.66,N/A,N/A,0.23,12.40%,4.76,3.30,4.27,4.37,"16,728","6,388",22.51M,6.20%,51.30%,12.55K,0.50,1.20%,0.05
RLI,17.65,2.40B,24.61,2.32,3.05,2.77,13.08,17.60%,23.91%,4.11%,15.50%,787.29M,18.23,-1.30%,249.27M,192.69M,3.15,4.10%,37.26M,0.86,149.65M,17.24,1.06,20.08,N/A,N/A,1.23,25.99%,57.27,42.83,53.82,50.90,"146,589","125,825",43.23M,9.31%,78.60%,1.58M,8.50,1.40%,3.73
RLJE,N/A,5.93M,N/A,N/A,0.04,0.21,-8.88,-16.30%,-10.99%,-4.65%,-59.09%,133.53M,10.61,-13.70%,36.24M,-9.33M,-1.73,N/A,3.13M,0.25,80.69M,314.57,1.42,2.02,3.28M,56.81M,0.51,-86.97%,4.10,0.26,0.40,1.07,"77,625","46,663",12.88M,78.24%,30.50%,70.58K,0.60,N/A,N/A
RLJ,21.86,3.77B,18.88,2.32,3.27,1.59,14.20,14.99%,18.43%,3.36%,6.54%,1.14B,8.81,14.40%,777.43M,359.32M,1.30,301.00%,339.77M,2.59,1.45B,61.10,2.54,17.95,311.33M,297.26M,0.86,-2.23%,36.25,26.59,30.44,31.26,"946,617","1,050,020",132.16M,2.58%,95.40%,3.85M,3.80,4.30%,1.26
RRTS,17.23,922.83M,12.90,0.76,0.48,1.66,10.50,2.79%,5.08%,5.50%,10.12%,1.98B,52.19,28.00%,579.81M,129.68M,1.40,30.60%,11.98M,0.31,433.50M,75.35,2.13,15.08,60.31M,-10.08M,1.39,-2.90%,28.51,19.57,25.62,25.15,"178,502","467,900",38.26M,26.79%,79.00%,1.06M,7.60,N/A,N/A
RHI,22.32,7.54B,17.78,1.32,1.50,7.53,11.18,6.84%,11.14%,N/A,N/A,4.92B,36.95,9.20%,1.92B,599.74M,2.50,19.40%,260.89M,1.97,1.27M,0.13,N/A,7.40,N/A,N/A,0.99,11.80%,63.27,45.30,55.66,58.12,"864,989","1,117,910",135.08M,4.06%,92.50%,1.90M,2.70,1.50%,0.76
RCPI,N/A,10.23M,N/A,N/A,N/A,N/A,-0.48,N/A,N/A,-132.69%,"-7,713.17%",N/A,N/A,N/A,N/A,-21.45M,-3.82,N/A,91.00K,0.01,350.00K,N/A,0.30,-1.15,-14.71M,1.39M,1.31,-89.37%,11.75,1.00,1.38,2.61,"262,156","86,563",10.13M,23.25%,15.20%,878.28K,2.10,N/A,N/A
RKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUEL,N/A,323.98M,N/A,-0.13,0.74,1.14,-5.37,-20.51%,-17.07%,-11.08%,-33.41%,438.58M,11.25,40.20%,186.58M,-54.56M,-2.31,N/A,92.06M,2.18,84.47M,29.75,1.48,6.74,-9.31M,-42.71M,N/A,-53.79%,21.10,6.78,7.65,9.37,"514,608","414,288",42.18M,47.71%,34.00%,4.45M,8.50,N/A,N/A
ROK,18.42,15.60B,16.53,2.12,2.39,6.10,11.13,13.25%,18.68%,12.31%,32.67%,6.56B,48.07,-3.10%,2.75B,1.37B,6.29,14.30%,2.04B,15.14,1.51B,58.68,3.16,19.07,1.18B,907.62M,1.22,1.91%,127.05,98.55,121.39,118.04,"842,900","978,825",134.58M,0.58%,77.20%,6.79M,8.70,2.20%,1.95
COL,17.20,11.28B,15.62,1.62,2.16,5.54,11.23,12.71%,18.99%,8.62%,34.08%,5.26B,39.61,2.30%,1.51B,1.20B,4.98,12.70%,294.00M,2.20,2.41B,117.37,1.44,15.38,734.00M,708.25M,0.68,16.23%,99.37,72.35,90.22,92.77,"857,244","862,388",131.77M,0.41%,0.10%,5.12M,7.30,1.50%,0.93
RMTI,N/A,700.86M,16.24,-1.50,13.00,10.56,-50.69,-31.25%,-26.03%,-14.47%,-53.57%,55.11M,1.26,7.10%,8.55M,-13.40M,-0.39,N/A,83.33M,1.66,0.00,N/A,9.09,1.35,11.31M,-1.24M,0.72,25.52%,18.90,8.10,15.83,12.05,"866,886","846,838",50.17M,18.55%,28.00%,10.30M,8.80,N/A,N/A
ROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCKY,12.35,135.36M,9.52,1.14,0.48,0.97,6.35,3.86%,6.14%,5.10%,8.09%,285.67M,37.82,-0.30%,96.36M,24.70M,1.45,32.50%,4.53M,0.60,35.59M,25.35,5.79,18.56,N/A,N/A,0.86,22.69%,23.11,12.61,18.63,19.27,"75,773","69,750",7.56M,9.32%,45.80%,50.58K,0.60,2.60%,0.41
RMCF,20.58,76.07M,N/A,N/A,1.76,4.03,9.05,9.60%,16.15%,11.51%,17.36%,41.55M,6.81,0.40%,17.51M,8.14M,0.62,7.30%,8.37M,1.41,5.99M,31.13,2.07,3.05,5.56M,5.18M,1.39,1.43%,15.60,11.89,12.95,13.50,"8,877","16,763",5.94M,17.85%,31.40%,9.72K,1.60,3.80%,0.46
RSTI,20.33,676.17M,12.70,0.52,1.26,1.32,10.00,6.35%,7.91%,3.81%,6.29%,525.45M,18.73,-4.60%,188.92M,58.94M,1.18,94.60%,146.12M,5.19,23.04M,4.57,4.60,17.89,47.29M,46.01M,1.31,5.68%,30.41,20.45,26.40,25.96,"123,420","149,462",28.16M,1.09%,94.80%,802.65K,5.80,N/A,N/A
ROG,21.10,1.09B,13.58,1.19,1.69,1.85,7.78,8.25%,15.42%,6.68%,8.99%,629.32M,34.37,12.60%,233.94M,124.83M,2.76,-6.50%,199.86M,10.73,185.95M,32.45,3.14,30.80,80.33M,36.02M,1.37,-3.61%,84.92,51.40,60.01,72.53,"159,780","217,925",18.62M,1.12%,92.10%,648.01K,4.20,N/A,N/A
ROKA,N/A,51.97M,N/A,-0.05,9.09,0.74,-0.92,N/A,-568.21%,-27.00%,-59.40%,5.74M,0.38,82.50%,-2.79M,-27.49M,-2.16,N/A,44.70M,2.48,10.03M,14.18,3.94,3.92,-26.30M,-25.91M,N/A,-73.11%,12.99,2.38,2.97,3.37,"53,881","13,525",18.05M,N/A,N/A,89.20K,1.10,N/A,N/A
ROL,45.72,6.47B,36.52,4.61,4.51,13.79,22.74,9.95%,15.68%,17.88%,31.02%,1.43B,6.54,5.60%,703.83M,268.16M,0.65,17.50%,93.39M,0.43,0.00,N/A,1.04,2.14,197.02M,152.90M,0.49,53.85%,30.29,18.41,28.20,25.09,"413,350","508,450",218.65M,56.56%,33.90%,3.98M,6.90,1.10%,0.38
ROP,25.97,16.91B,22.93,1.87,4.69,3.49,15.77,18.28%,28.70%,7.48%,14.29%,3.58B,35.76,3.70%,2.10B,1.22B,6.48,5.80%,615.49M,6.12,2.63B,54.61,2.18,47.83,888.21M,876.68M,0.65,14.66%,178.92,137.34,172.43,169.78,"363,884","369,750",100.52M,1.58%,95.00%,1.46M,4.10,0.60%,0.95
RRMS,20.56,1.33B,11.48,0.71,1.19,4.96,38.23,4.67%,2.11%,1.42%,18.97%,1.13B,37.92,-54.00%,80.49M,54.58M,1.75,-16.10%,13.32M,0.36,661.07M,234.02,1.21,7.41,82.43M,-26.28M,1.81,-35.72%,62.79,34.60,43.31,46.32,"119,092","101,575",36.79M,38.31%,62.60%,720.56K,5.50,6.50%,2.48
ROSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RST,N/A,150.23M,N/A,-0.33,0.56,3.44,-3.01,-28.26%,-19.39%,-12.30%,-93.90%,259.53M,12.23,-3.80%,208.80M,-39.89M,-3.46,N/A,45.92M,2.13,3.08M,7.05,0.76,1.96,6.99M,4.50M,1.96,-25.08%,11.23,6.39,7.72,8.24,"172,395","113,550",22.26M,11.22%,62.90%,905.17K,4.60,N/A,N/A
ROST,22.89,21.96B,19.51,1.79,1.95,9.44,11.86,8.52%,13.78%,21.42%,43.69%,11.30B,27.49,9.60%,3.10B,1.80B,2.32,15.70%,761.86M,1.85,395.68M,16.96,1.36,5.67,1.28B,651.09M,1.62,60.04%,55.22,32.40,51.59,50.53,"2,335,380","1,632,790",413.79M,2.05%,90.90%,6.38M,2.90,0.90%,0.44
RNDY,N/A,115.08M,46.60,-2.49,0.03,N/A,6.22,-7.74%,1.32%,2.57%,-319.62%,3.97B,82.49,13.80%,1.01B,119.26M,-6.39,N/A,43.48M,0.90,658.02M,N/A,1.24,-1.80,56.21M,9.76M,1.82,-36.68%,6.12,2.30,2.94,4.02,"676,809","460,362",49.39M,21.11%,50.50%,1.44M,2.30,N/A,N/A
RSE,N/A,1.03B,9.24,1.43,3.38,1.83,15.20,-0.98%,16.83%,1.47%,-0.49%,298.85M,5.19,9.90%,183.96M,167.33M,-0.05,N/A,11.33M,0.20,1.55B,271.92,0.39,9.56,88.26M,166.31M,1.30,2.42%,21.77,15.50,17.17,17.81,"172,434","121,150",57.83M,5.14%,98.20%,6.22M,31.50,4.10%,0.70
